,label,text
2754,False,legal & gener high incom trust
2755,False,legal & gener unit trust manag i
2756,False,legal & gener intern index trust
2757,False,legal & gener unit trust manag ii
2759,False,legal & gener japan index trust
2760,False,legal & gener us index trust
2761,False,legal & gener manag monthli incom trust
2762,False,legal & gener worldwid trust
2763,False,legal & gener mix invest 0-20% fund
2764,False,l&g (n) tracker trust
2765,False,legal & gener mix invest incom 0-35% fund
2766,False,legal & gener (a&l) capit growth fund
2767,False,legal & gener mix invest 20-60% fund
2769,False,the manag is the authoris corpor director of the legal & gener uk properti fund.
2771,False,"the manag also oper the follow unregul collect invest schemes, which are not avail to the gener public:"
2772,False,ministri of justic equiti index tracker fund.
2773,False,chariti aid foundat uk equitrack fund.
2775,False,appendix g ..
2776,False,sub-custodian
2778,False,sub-custodian
2779,False,sub-deleg
2781,False,"citibank n.a., bueno air branch"
2783,False,the hongkong and shanghai bank corpor limit
2785,False,unicredit bank austria ag
2787,False,standard charter bank
2789,False,deutsch bank ag
2791,False,the hongkong and shanghai bank corpor limit
2792,False,bosnia and herzegovina – (feder of bosnia- herzegovina)
2793,False,raiffeisen bank intern ag
2794,False,bosnia and herzegovina (republ of srpska)
2795,False,raiffeisen bank intern ag
2797,False,standard charter bank botswana limit
2799,False,"citibank n.a. , brazilian branch"
2801,False,"citibank europ plc, bulgaria branch"
2803,False,the northern canada
2805,False,royal bank of canada
2807,False,citibank n.a.
2808,False,banco de chile
2809,False,china b share
2810,False,the hongkong and shanghai bank corpor limit
2811,False,hsbc bank (china) compani limit
2812,False,clearstream
2813,False,"clearstream bank s.a.,"
2814,False,not applic
2816,False,cititrust columbia s.a. sociedad fiduciaria
2818,False,banco nacion de costa rica
2820,False,unicredit bank austria ag
2822,False,citibank europ plc
2823,False,hsbc bank australia limit
2824,False,hsbc bank bermuda limit
2825,False,raiffeisen bank bosnia dd bih
2828,False,raiffeisen bank bosnia dd bih
2829,False,"citibank distribuidora de titulo e valor mobiliaro s.a (""dtvm"")"
2831,False,zagrebacka banka d.d.
2833,False,sub-custodian
2834,False,czech republ
2835,False,"unicredit bank czech republ and slovenia, a.s."
2837,False,nordea bank ab (publ)
2839,False,"citibank n.a., cairo branch"
2841,False,swedbank as
2842,False,eswatini swaziland)
2844,False,sub-deleg
2845,False,standard bank swaziland ltd
2847,False,nordea bank ab (publ)
2849,False,the northern trust compani
2851,False,deutsch bank ag
2853,False,standard charter bank ghana limit
2855,False,citibank europ plc
2857,False,the hongkong and shanghai bank corpor limit
2858,False,hong kong (stock connect shanghai/shenshen)
2859,False,the hongkong and shanghai bank corpor limit
2861,False,unicredit bank hungari zrt
2863,False,landsbankinn hf
2865,False,citibank n.a.
2867,False,standard charter bank
2869,False,euroclear uk and ireland limit (northern trust self-custody)*
2871,False,bank leumi le-israel b.m.
2873,False,deutsch bank spa
2875,False,the hongkong and shanghai bank corpor limit
2877,False,standard charter bank
2879,False,citibank kazakhstan jsc
2881,False,standard charter bank limit
2883,False,the hongkong and shanghai bank corpor limit
2886,False,hsbc bank middl east limit
2888,False,sub-custodian
2890,False,swedbank as
2892,False,ab seb banka
2894,False,euroclear bank s.a./n.v
2896,False,the hongkong and shanghai bank corpor limit
2898,False,the hongkong and shanghai bank corpor limit
2900,False,banco nacion de mexico s.a. integrant del grupo financiero banamex
2902,False,société générale banqu
2904,False,standard bank namibia ltd
2905,False,netherland
2906,False,deutsch bank ag
2907,False,new zealand
2908,False,the hongkong and shanghai bank corpor limit
2910,False,stanbic ibtc bank plc
2912,False,nordea bank ab (publ)
